crf,filesize,bitrate,vmaf
63,49608,13364.074128119071,79.693784
62,58761,15829.833088260055,82.913854
61,67480,18178.675257326944,84.986614
60,74689,20120.733199384886,86.6901
59,80873,21786.66277542682,87.947402
58,87228,23498.65864472606,88.853798
57,94145,25362.053676660416,89.813663
56,100857,27170.223035391573,90.50432
55,106219,28614.711131565065,91.025104
54,112516,30311.082176250715,91.593761
52,124973,33666.917352310615,92.691067
49,143909,38768.153195119485,93.837164
46,169120,45559.83342500196,94.839053
45,177574,47837.286309196425,95.171433
43,197732,53267.72104300194,95.796792
42,209544,56449.79739361762,96.093446
41,220622,59434.13889481305,96.324726
40,233416,62880.75968974846,96.530159
37,273700,73733.00856446923,97.131118
36,286909,77291.42767345013,97.27749
35,307721,82898.04577445026,97.456738
34,328386,88465.06302686078,97.599147
30,414871,111763.56228041621,98.087061
29,439785,118475.232632536,98.191636
28,463521,124869.55740888327,98.28158
27,493064,132828.2504012841,98.334847
23,622046,167575.1664066271,98.54892
20,698705,188226.60485581835,98.661157
19,749162,201819.39408905702,98.7207
13,1080583,291102.06647285295,98.848505
10,1407040,379047.469384548,98.966466
7,2102898,566507.1108666614,99.094567
5,3173506,854921.976899505,99.168913
3,4071573,1096855.4142486728,99.210751
1,4470924,1204437.988977315,99.224439
