crf,filesize,bitrate,vmaf
63,20906,33416.18381618382,66.209066
62,26424,42236.16383616384,72.636372
61,30951,49472.12787212787,76.542869
60,34623,55341.45854145853,78.959638
59,38418,61407.3926073926,81.292697
57,45165,72191.80819180819,83.751985
55,52257,83527.67232767232,85.649572
54,55110,88087.91208791209,86.342912
52,61242,97889.31068931069,87.803399
51,65166,104161.43856143855,88.65759
49,71717,114632.56743256743,89.512224
46,83428,133351.44855144856,91.006834
45,87743,140248.55144855144,91.481467
42,102270,163468.53146853147,92.690631
41,108722,173781.41858141858,93.093807
39,118969,190160.23976023975,93.635561
38,125874,201197.2027972028,93.984594
36,140344,224326.07392607394,94.444951
33,165334,264270.12987012987,95.099375
31,185578,296628.1718281718,95.381804
29,206299,329748.6513486513,95.591842
27,229349,366591.8081918082,95.820564
26,241492,386001.1988011988,95.935962
23,292418,467401.3986013986,96.278193
18,384275,614225.7742257742,96.60269
10,659043,1053415.3846153845,97.060798
5,1002403,1602242.5574425575,97.428244
4,1216947,1945170.02997003,97.579844
2,1601004,2559047.3526473525,97.588888
