crf,filesize,bitrate,vmaf
63,53617,19777.26888496119,74.83028
62,64030,23618.227925920237,77.722243
60,82996,30614.06286021671,80.945787
58,97404,35928.62522093291,82.693685
56,113560,41887.9581956505,84.417027
53,135856,50112.10328133405,86.001965
52,143107,52786.72097133636,86.424583
49,173765,64095.289326058555,87.93279
48,185823,68543.02620456467,88.493268
45,222897,82218.21255667409,90.079063
43,251430,92742.94935833396,90.888881
42,266969,98474.69453623299,91.204392
41,284242,104846.04626143088,91.500474
38,350173,129165.48067317298,92.539052
37,376634,138925.9356028587,92.918621
35,430658,158853.3312841005,93.52864
33,494381,182358.31860447244,94.032552
32,529982,195490.17136709444,94.303711
30,613887,226439.52970106815,94.712083
29,656012,241977.8375470683,94.884543
26,791318,291887.0667793745,95.412934
25,860514,317410.8353185276,95.566086
23,967871,357010.7431030508,95.756092
21,1096476,404448.2286943825,95.902515
14,1644762,606690.0484131253,96.309182
13,1740549,642022.2239299163,96.360358
10,2148616,792542.5958656728,96.575734
9,2355831,868976.3159917006,96.639741
7,2926052,1079309.121647583,96.805846
5,3779779,1394216.4912011067,96.92111
3,4482383,1653380.342734189,96.965691
