crf,filesize,bitrate,vmaf
63,67716,26186.458702587737,65.731327
61,100069,38697.68940736682,73.640192
59,125314,48460.18497631401,77.922081
57,148485,57420.64387225678,81.081105
55,171106,66168.41223292837,83.724026
54,182964,70754.020173375,84.929908
52,207195,80124.39173729497,86.902872
50,233884,90445.29663884503,88.599121
47,281287,108776.51380877187,90.651103
46,297338,114983.59704811318,91.247884
44,334430,129327.44674680158,92.298426
43,351370,135878.31523315393,92.73357
42,376563,145620.7018787664,93.261252
40,419753,162322.709548516,94.000867
39,443047,171330.73378234668,94.34502
36,529478,204754.47133511648,95.110652
35,566003,218879.05642744352,95.320927
33,639787,247412.07179916854,95.686659
32,683799,264431.9551416326,95.901439
31,724183,280048.85437143507,96.063939
25,982058,379771.71215880895,96.661011
23,1094775,423360.51045728463,96.813967
20,1231885,476382.3273500693,96.999667
15,1546829,598174.341787245,97.181663
12,1781279,688838.5163223871,97.295895
11,1875194,725156.3919951017,97.323014
9,2123899,821333.1184944088,97.393562
7,2571506,994427.2501691857,97.506006
4,3645761,1409852.4701105345,97.61159
3,4173635,1613986.6585027874,97.660414
2,4449062,1720497.0513357609,97.67271
1,4456936,1723542.0063807159,97.67299
