crf,filesize,bitrate,vmaf
63,22771,7090.364181273272,93.495561
62,26541,8264.255225294186,94.726904
61,29747,9262.529678114093,95.487595
60,32170,10016.995991021966,95.831592
59,34520,10748.731787692826,96.144375
58,36537,11376.779065090754,96.321235
55,42425,13210.166456919704,96.483024
46,61090,19022.016944094867,96.711621
41,77344,24083.1376415792,96.839391
36,101001,31449.381787044127,96.992855
32,137261,42739.90944120814,97.074313
22,267952,83434.07242108541,97.194601
5,456384,142107.45099056786,97.208061
2,714121,222360.80802314568,97.211458
