crf,filesize,bitrate,vmaf
63,65509,13540.046160735816,85.007323
62,79768,16487.236901030006,87.960264
61,88328,18256.502118571087,89.353614
59,107799,22280.960418891453,90.919326
57,124224,25675.84139997933,91.789675
56,133664,27626.993695959216,92.181201
55,140608,29062.24809673086,92.459681
54,151495,31312.48062282545,92.873397
53,155377,32114.850666574806,93.013151
49,188592,38980.05442833029,93.825823
45,228299,47187.08877329567,94.468077
44,242676,50158.6689172896,94.62849
41,290742,60093.42381756175,95.088756
38,345738,71460.53946053945,95.465066
37,368777,76222.46718798442,95.60334
35,415273,85832.71900513279,95.84793
33,472361,97632.2298391264,96.099447
32,510820,105581.31523648764,96.218011
29,627047,129604.25781115437,96.502642
26,751898,155409.69375452134,96.77637
24,879052,181691.13644975712,96.944727
20,1118200,231120.60353439665,97.144338
17,1277553,264057.2530917358,97.252152
12,1801765,372406.55895828316,97.418093
8,2777998,574184.022873678,97.537261
7,3123355,645565.813496848,97.565097
4,4522531,934761.3076578593,97.626813
2,5415465,1119321.7127699885,97.656206
